0	-9.998E-9
0.02726	-9.9171E-9
0.0535	-9.8501E-9
0.07972	-9.7925E-9
0.10619	-9.7416E-9
0.13251	-9.6933E-9
0.16011	-9.6424E-9
0.1865	-9.5998E-9
0.21382	-9.5569E-9
0.23997	-9.5151E-9
0.2672	-9.474E-9
0.29335	-9.4334E-9
0.31959	-9.3944E-9
0.38128	-9.3042E-9
0.40761	-9.2681E-9
0.43397	-9.2308E-9
0.46011	-9.1938E-9
0.48794	-9.1571E-9
0.51426	-9.1225E-9
0.54092	-9.0865E-9
0.56707	-9.0519E-9
0.59356	-9.0178E-9
0.6208	-8.9804E-9
0.64782	-8.9476E-9
0.67397	-8.913E-9
0.70008	-8.8817E-9
0.72675	-8.8477E-9
0.75322	-8.8171E-9
0.77936	-8.7828E-9
0.80625	-8.7513E-9
0.83241	-8.7181E-9
0.88436	-8.6583E-9
0.9107	-8.6263E-9
0.93705	-8.5955E-9
0.96415	-8.5629E-9
0.99086	-8.5355E-9
1.017	-8.5036E-9
1.04467	-8.4742E-9
1.07082	-8.4443E-9
1.09708	-8.4155E-9
1.12334	-8.385E-9
1.14973	-8.3589E-9
1.17588	-8.3277E-9
1.2022	-8.2999E-9
1.22865	-8.2709E-9
1.25526	-8.2439E-9
1.28141	-8.2149E-9
1.30853	-8.1864E-9
1.33468	-8.1599E-9
1.38566	-8.1089E-9
1.41267	-8.0779E-9
1.43956	-8.0513E-9
1.46589	-8.0254E-9
1.49205	-7.9985E-9
1.5182	-7.9703E-9
1.54474	-7.9449E-9
1.57102	-7.9195E-9
1.59741	-7.892E-9
1.62415	-7.8669E-9
1.6508	-7.8402E-9
1.67694	-7.8146E-9
1.70434	-7.7886E-9
1.73148	-7.7636E-9
1.75764	-7.7369E-9
1.78379	-7.7128E-9
1.81069	-7.6876E-9
1.83685	-7.6633E-9
1.88298	-7.6195E-9
1.90915	-7.5952E-9
1.93603	-7.5694E-9
1.96267	-7.5456E-9
1.98975	-7.5205E-9
2.0159	-7.498E-9
2.04312	-7.473E-9
2.06976	-7.4489E-9
2.09591	-7.425E-9
2.12206	-7.4014E-9
2.14923	-7.3784E-9
2.17562	-7.3568E-9
2.20177	-7.3316E-9
2.22792	-7.3096E-9
2.25423	-7.2857E-9
2.28038	-7.2627E-9
2.30784	-7.2398E-9
2.33464	-7.2171E-9
2.38923	-7.1699E-9
2.41536	-7.1475E-9
2.44151	-7.1241E-9
2.46766	-7.1043E-9
2.49428	-7.0823E-9
2.52043	-7.0593E-9
2.5471	-7.0375E-9
2.57351	-7.0169E-9
2.59967	-6.9921E-9
2.62587	-6.9731E-9
2.65226	-6.9513E-9
2.6785	-6.9282E-9
2.7051	-6.9073E-9
2.73126	-6.8867E-9
2.75783	-6.8646E-9
2.78399	-6.8444E-9
2.81015	-6.8235E-9
2.83641	-6.8019E-9
2.89137	-6.7589E-9
2.91752	-6.7385E-9
2.94501	-6.7169E-9
2.97135	-6.6971E-9
2.9975	-6.6759E-9
3.02365	-6.6555E-9
3.05032	-6.6355E-9
3.07647	-6.6151E-9
3.10262	-6.5958E-9
3.12878	-6.5748E-9
3.1552	-6.5547E-9
3.18255	-6.5328E-9
3.20895	-6.5146E-9
3.2353	-6.4946E-9
3.26191	-6.474E-9
3.28808	-6.456E-9
3.31423	-6.4361E-9
3.34162	-6.4159E-9
3.39338	-6.3779E-9
3.41953	-6.3587E-9
3.44592	-6.3392E-9
3.47208	-6.3207E-9
3.49856	-6.3004E-9
3.52575	-6.2805E-9
3.55221	-6.2612E-9
3.57837	-6.244E-9
3.60544	-6.223E-9
3.63161	-6.2058E-9
3.65873	-6.1857E-9
	
