0	-2.4086E-9
0.02711	-2.3599E-9
0.05359	-2.3299E-9
0.08024	-2.3068E-9
0.10651	-2.2889E-9
0.13267	-2.2725E-9
0.16027	-2.2571E-9
0.18667	-2.2447E-9
0.21301	-2.2309E-9
0.23983	-2.2191E-9
0.266	-2.2078E-9
0.29242	-2.1963E-9
0.31933	-2.1848E-9
0.3465	-2.1754E-9
0.37302	-2.1629E-9
0.43448	-2.1399E-9
0.46073	-2.1305E-9
0.48719	-2.1207E-9
0.51436	-2.1106E-9
0.54084	-2.1005E-9
0.56755	-2.0929E-9
0.59377	-2.0814E-9
0.62033	-2.0735E-9
0.64659	-2.0637E-9
0.67352	-2.0536E-9
0.69968	-2.0455E-9
0.72699	-2.0372E-9
0.75328	-2.0267E-9
0.77948	-2.0179E-9
0.80584	-2.0107E-9
0.83299	-2.0006E-9
0.86011	-1.9929E-9
0.88626	-1.9829E-9
0.9347	-1.968E-9
0.961	-1.9603E-9
0.98754	-1.9519E-9
1.01369	-1.943E-9
1.04012	-1.9349E-9
1.06695	-1.927E-9
1.0934	-1.9176E-9
1.12046	-1.9107E-9
1.14661	-1.9022E-9
1.17459	-1.8928E-9
1.20075	-1.8858E-9
1.22791	-1.8787E-9
1.25406	-1.8698E-9
1.2808	-1.8623E-9
1.30695	-1.8554E-9
1.33356	-1.847E-9
1.36029	-1.8391E-9
1.38681	-1.8316E-9
1.43555	-1.8166E-9
1.46181	-1.8102E-9
1.48839	-1.8021E-9
1.51468	-1.7945E-9
1.54145	-1.788E-9
1.56851	-1.7799E-9
1.59468	-1.7723E-9
1.62115	-1.7645E-9
1.64754	-1.7582E-9
1.67406	-1.7495E-9
1.70077	-1.7436E-9
1.72691	-1.7358E-9
1.75341	-1.7286E-9
1.77957	-1.7222E-9
1.80581	-1.7149E-9
1.83287	-1.7074E-9
1.85936	-1.7009E-9
1.88641	-1.6946E-9
1.93782	-1.6798E-9
1.96455	-1.6737E-9
1.99069	-1.6669E-9
2.01788	-1.659E-9
2.04412	-1.6526E-9
2.07028	-1.6458E-9
2.09679	-1.6385E-9
2.12365	-1.6326E-9
2.15013	-1.625E-9
2.1776	-1.6181E-9
2.20375	-1.6118E-9
2.23019	-1.6048E-9
2.25701	-1.5988E-9
2.28316	-1.5921E-9
2.30983	-1.5852E-9
2.33599	-1.5785E-9
2.36248	-1.5725E-9
2.38864	-1.5664E-9
2.43956	-1.5536E-9
2.46619	-1.5475E-9
2.49285	-1.5401E-9
2.51901	-1.5347E-9
2.54609	-1.5283E-9
2.57225	-1.5218E-9
2.59934	-1.5156E-9
2.62549	-1.5089E-9
2.65196	-1.5021E-9
2.67833	-1.4957E-9
2.70611	-1.4901E-9
2.73226	-1.4834E-9
2.75906	-1.4776E-9
2.78521	-1.471E-9
2.81196	-1.4655E-9
2.8381	-1.4595E-9
2.86449	-1.4539E-9
2.89098	-1.4486E-9
2.93759	-1.4368E-9
2.96508	-1.4314E-9
2.99132	-1.4253E-9
3.01898	-1.4191E-9
3.04599	-1.4129E-9
3.07215	-1.4074E-9
3.09906	-1.4008E-9
3.12596	-1.3958E-9
3.15211	-1.3892E-9
3.17827	-1.3837E-9
3.20443	-1.379E-9
3.23069	-1.3725E-9
3.25698	-1.3673E-9
3.28361	-1.362E-9
3.31035	-1.3558E-9
3.33652	-1.3492E-9
3.3633	-1.3449E-9
3.38961	-1.3395E-9
3.44391	-1.3276E-9
3.47008	-1.3223E-9
3.49674	-1.3163E-9
3.52312	-1.311E-9
3.5502	-1.3042E-9
3.57636	-1.3E-9
3.60285	-1.2943E-9
3.629	-1.2892E-9
3.65574	-1.2842E-9
	
