0	-1.4412E-9
0.02615	-1.3987E-9
0.05341	-1.3716E-9
0.08012	-1.3528E-9
0.10645	-1.3371E-9
0.13382	-1.3247E-9
0.16034	-1.3129E-9
0.18662	-1.3031E-9
0.21278	-1.2951E-9
0.23978	-1.2854E-9
0.26594	-1.2774E-9
0.29331	-1.2696E-9
0.31985	-1.2621E-9
0.346	-1.2536E-9
0.38543	-1.2429E-9
0.41159	-1.2368E-9
0.43809	-1.2301E-9
0.46437	-1.2233E-9
0.49077	-1.2166E-9
0.51773	-1.2106E-9
0.54398	-1.2026E-9
0.57045	-1.1971E-9
0.59717	-1.1911E-9
0.62333	-1.1846E-9
0.64956	-1.1783E-9
0.67588	-1.1719E-9
0.70265	-1.1655E-9
0.72943	-1.1595E-9
0.75621	-1.1544E-9
0.7827	-1.1479E-9
0.80992	-1.1416E-9
0.83655	-1.1362E-9
0.891	-1.1239E-9
0.9179	-1.1186E-9
0.9442	-1.1125E-9
0.97092	-1.1074E-9
0.99708	-1.1018E-9
1.02363	-1.0957E-9
1.05028	-1.0905E-9
1.07644	-1.0859E-9
1.1026	-1.0794E-9
1.12925	-1.0738E-9
1.15587	-1.0687E-9
1.18219	-1.0632E-9
1.20903	-1.0575E-9
1.23533	-1.0532E-9
1.26174	-1.0473E-9
1.28803	-1.0415E-9
1.31488	-1.0372E-9
1.3425	-1.0306E-9
1.39408	-1.0219E-9
1.42033	-1.0165E-9
1.44705	-1.012E-9
1.47363	-1.0067E-9
1.49977	-1.0024E-9
1.52717	-9.971E-10
1.55351	-9.924E-10
1.57967	-9.867E-10
1.60582	-9.82E-10
1.63201	-9.777E-10
1.65818	-9.728E-10
1.68453	-9.679E-10
1.71109	-9.633E-10
1.73813	-9.587E-10
1.76452	-9.53E-10
1.79111	-9.494E-10
1.81726	-9.444E-10
1.844	-9.395E-10
1.8964	-9.309E-10
1.92261	-9.253E-10
1.94938	-9.214E-10
1.97554	-9.174E-10
2.00172	-9.124E-10
2.02786	-9.084E-10
2.05414	-9.034E-10
2.08029	-8.996E-10
2.10644	-8.95E-10
2.13305	-8.907E-10
2.16074	-8.858E-10
2.18737	-8.815E-10
2.21451	-8.774E-10
2.24067	-8.719E-10
2.26691	-8.681E-10
2.29326	-8.642E-10
2.31952	-8.603E-10
2.34651	-8.551E-10
2.3983	-8.472E-10
2.42445	-8.423E-10
2.45059	-8.39E-10
2.47785	-8.343E-10
2.5042	-8.294E-10
2.5307	-8.264E-10
2.55717	-8.229E-10
2.58432	-8.167E-10
2.61158	-8.144E-10
2.63802	-8.1E-10
2.66417	-8.052E-10
2.69134	-8.019E-10
2.71846	-7.983E-10
2.74473	-7.934E-10
2.77113	-7.907E-10
2.79728	-7.861E-10
2.82427	-7.822E-10
2.85047	-7.784E-10
2.90193	-7.707E-10
2.92931	-7.673E-10
2.95569	-7.635E-10
2.98473	-7.593E-10
3.01096	-7.557E-10
3.03811	-7.52E-10
3.06426	-7.475E-10
3.09147	-7.445E-10
3.11788	-7.406E-10
3.14403	-7.361E-10
3.17042	-7.337E-10
3.1967	-7.297E-10
3.2234	-7.254E-10
3.24956	-7.22E-10
3.27722	-7.189E-10
3.30361	-7.142E-10
3.33036	-7.122E-10
3.35733	-7.072E-10
3.40384	-7.007E-10
3.43015	-6.988E-10
3.45655	-6.945E-10
3.48278	-6.907E-10
3.50901	-6.878E-10
3.53587	-6.847E-10
3.56266	-6.807E-10
3.58916	-6.785E-10
3.61543	-6.744E-10
3.64208	-6.702E-10
3.66894	-6.677E-10
